Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Books,UK,6598,2/20/2023 12:00:00 AM,ORDER03438,Bank Transfer,275,Yes,1,Express,10.00%,$436.6,$951,9,3,$42.1,$4K
Books,UK,6865,12/26/2023 12:00:00 AM,ORDER05446,Bank Transfer,6,Yes,1,Express,7.00%,$53.3,$120,10,4,$38.0,$0K
Books,UK,4384,8/21/2023 12:00:00 AM,ORDER04994,Bank Transfer,770,Yes,2,Express,21.00%,$981.4,$805,5,0,$49.3,$4K
Books,UK,7788,10/10/23 0:00,ORDER06294,Bank Transfer,171,Yes,2,Express,21.00%,$891.0,"$1,191",9,0,$16.0,$6K
Books,UK,3964,7/22/2023 12:00:00 AM,ORDER06478,Bank Transfer,421,Yes,2,Express,25.00%,$742.4,$91,1,2,$34.7,$1K
Books,UK,5835,10/26/2023 12:00:00 AM,ORDER04260,Bank Transfer,156,Yes,2,Express,24.00%,$32.0,$26,7,5,$24.2,$0K
Books,UK,2044,04/09/23 0:00,ORDER04372,Bank Transfer,940,Yes,3,Express,22.00%,$97.3,$69,9,0,$33.4,$1K
Books,UK,4829,12/04/23 0:00,ORDER04966,Bank Transfer,418,Yes,3,Express,33.00%,$839.5,$700,9,4,$37.0,$5K
Books,UK,6178,7/27/2023 12:00:00 AM,ORDER05708,Bank Transfer,582,Yes,4,Express,16.00%,$567.4,"$1,253",10,0,$31.4,$5K
Books,UK,1658,04/03/23 0:00,ORDER02008,Bank Transfer,379,Yes,4,Express,25.00%,$194.2,$129,4,4,$24.9,$1K
Books,UK,6423,1/19/2023 12:00:00 AM,ORDER09850,Bank Transfer,896,Yes,5,Express,6.00%,$884.7,"$1,988",9,3,$11.0,$7K
Books,UK,1690,01/11/23 0:00,ORDER09958,Bank Transfer,537,Yes,5,Express,18.00%,$394.5,$610,9,3,$27.1,$3K
Books,USA,4564,10/08/23 0:00,ORDER06853,Bank Transfer,104,Yes,1,Express,28.00%,$655.5,$526,8,1,$11.7,$4K
Books,USA,9196,10/05/23 0:00,ORDER07747,Bank Transfer,442,Yes,1,Express,33.00%,$859.7,$746,5,2,$3.0,$3K
Books,USA,9209,3/16/2023 12:00:00 AM,ORDER03329,Bank Transfer,727,Yes,1,Express,14.00%,$967.0,$591,7,2,$21.4,$6K
Books,USA,4228,10/24/2023 12:00:00 AM,ORDER05422,Bank Transfer,179,Yes,1,Express,10.00%,$512.6,$183,2,4,$31.3,$1K
Books,USA,1450,07/10/23 0:00,ORDER01509,Bank Transfer,111,Yes,2,Express,37.00%,$487.7,$581,10,2,$22.4,$3K
Books,USA,8967,02/10/23 0:00,ORDER06850,Bank Transfer,454,Yes,2,Express,33.00%,$242.0,$194,4,3,$14.3,$1K
Books,USA,9296,06/01/23 0:00,ORDER08358,Bank Transfer,821,Yes,2,Express,18.00%,$733.4,$812,8,4,$39.5,$5K
Books,USA,3688,01/06/23 0:00,ORDER04588,Bank Transfer,676,Yes,2,Express,36.00%,$747.3,$636,6,5,$15.8,$3K
Books,USA,6420,2/21/2023 12:00:00 AM,ORDER01329,Bank Transfer,352,Yes,3,Express,28.00%,$532.9,$295,5,4,$16.2,$2K
Books,USA,9234,9/16/2023 12:00:00 AM,ORDER04809,Bank Transfer,941,Yes,4,Express,31.00%,$832.1,$695,7,3,$8.5,$4K
Books,USA,7966,3/17/2023 12:00:00 AM,ORDER04636,Bank Transfer,569,Yes,5,Express,18.00%,$210.8,$97,2,1,$9.8,$0K
Books,USA,3833,08/09/23 0:00,ORDER09870,Bank Transfer,476,Yes,5,Express,28.00%,$899.7,$284,3,1,$20.5,$2K
Books,USA,3309,03/11/23 0:00,ORDER08955,Bank Transfer,555,Yes,5,Express,30.00%,$697.4,$729,6,5,$27.2,$3K
Clothing,Canada,4229,05/06/23 0:00,ORDER08997,Bank Transfer,501,Yes,1,Express,27.00%,$990.2,$779,4,0,$7.2,$3K
Clothing,Canada,9927,01/07/23 0:00,ORDER06519,Bank Transfer,448,Yes,1,Express,26.00%,$569.4,"$1,260",10,2,$21.6,$4K
Clothing,Canada,3775,06/06/23 0:00,ORDER01305,Bank Transfer,917,Yes,1,Express,12.00%,$241.1,$118,3,4,$37.5,$1K
Clothing,Canada,2126,8/25/2023 12:00:00 AM,ORDER07369,Bank Transfer,931,Yes,1,Express,40.00%,$421.9,$58,1,5,$17.4,$0K
Clothing,Canada,4233,12/10/23 0:00,ORDER05716,Bank Transfer,89,Yes,2,Express,17.00%,$556.8,$385,5,5,$8.2,$2K
Clothing,Canada,9807,9/13/2023 12:00:00 AM,ORDER05076,Bank Transfer,840,Yes,2,Express,7.00%,$331.3,$289,7,5,$44.0,$2K
Clothing,Canada,5205,6/19/2023 12:00:00 AM,ORDER01145,Bank Transfer,159,Yes,3,Express,10.00%,$650.4,$387,3,1,$32.3,$2K
Clothing,Canada,6552,12/16/2023 12:00:00 AM,ORDER03592,Bank Transfer,470,Yes,3,Express,9.00%,$272.5,$519,8,3,$7.6,$2K
Clothing,Canada,9837,2/27/2023 12:00:00 AM,ORDER06241,Bank Transfer,903,Yes,5,Express,19.00%,$860.1,"$1,304",7,3,$39.6,$5K
Clothing,France,9448,11/26/2023 12:00:00 AM,ORDER09819,Bank Transfer,379,Yes,2,Express,10.00%,$573.1,$247,4,1,$27.2,$2K
Clothing,France,4271,12/11/23 0:00,ORDER07665,Bank Transfer,409,Yes,2,Express,21.00%,$397.1,$144,2,4,$46.2,$1K
Clothing,France,8964,04/06/23 0:00,ORDER08301,Bank Transfer,132,Yes,2,Express,34.00%,$779.4,$728,6,5,$30.6,$3K
Clothing,France,7626,6/26/2023 12:00:00 AM,ORDER01629,Bank Transfer,748,Yes,3,Express,33.00%,$619.9,$322,3,3,$42.8,$1K
Clothing,France,6523,11/11/23 0:00,ORDER07739,Bank Transfer,466,Yes,3,Express,34.00%,$882.9,$584,6,3,$30.6,$3K
Clothing,France,1299,1/23/2023 12:00:00 AM,ORDER06337,Bank Transfer,825,Yes,4,Express,6.00%,$210.7,$279,7,1,$2.3,$1K
Clothing,France,9368,8/14/2023 12:00:00 AM,ORDER06326,Bank Transfer,235,Yes,5,Express,13.00%,$725.4,"$1,196",8,0,$20.3,$5K
Clothing,France,8700,02/11/23 0:00,ORDER04604,Bank Transfer,297,Yes,5,Express,29.00%,$741.3,"$1,164",8,1,$41.5,$4K
Clothing,France,8295,05/04/23 0:00,ORDER08094,Bank Transfer,472,Yes,5,Express,7.00%,$88.9,$169,8,5,$14.0,$1K
Clothing,Germany,5472,07/04/23 0:00,ORDER02196,Bank Transfer,751,Yes,1,Express,33.00%,$953.4,$935,8,0,$17.0,$5K
Clothing,Germany,1163,11/16/2023 12:00:00 AM,ORDER03931,Bank Transfer,537,Yes,1,Express,32.00%,$857.0,"$1,049",10,5,$34.2,$6K
Clothing,Germany,1847,11/27/2023 12:00:00 AM,ORDER04438,Bank Transfer,827,Yes,2,Express,34.00%,$50.4,$12,2,0,$19.4,$0K
Clothing,Germany,8177,9/19/2023 12:00:00 AM,ORDER03747,Bank Transfer,525,Yes,2,Express,13.00%,$168.8,$102,6,2,$45.7,$1K
Clothing,Germany,9677,2/27/2023 12:00:00 AM,ORDER04838,Bank Transfer,702,Yes,2,Express,7.00%,$596.0,$649,9,2,$34.0,$5K
Clothing,Germany,4718,12/23/2023 12:00:00 AM,ORDER02046,Bank Transfer,755,Yes,2,Express,23.00%,$182.1,$36,2,3,$43.9,$0K
Clothing,Germany,8025,05/07/23 0:00,ORDER06151,Bank Transfer,518,Yes,2,Express,11.00%,$776.4,$813,9,4,$12.8,$6K
Clothing,Germany,7857,07/10/23 0:00,ORDER01987,Bank Transfer,450,Yes,3,Express,25.00%,$570.7,$175,4,2,$17.2,$2K
Clothing,Germany,2487,09/04/23 0:00,ORDER05689,Bank Transfer,617,Yes,3,Express,23.00%,$23.3,$35,8,4,$42.1,$0K
Clothing,Germany,3382,09/04/23 0:00,ORDER02549,Bank Transfer,112,Yes,4,Express,35.00%,$458.2,$355,10,0,$32.4,$3K
Clothing,Germany,6773,09/11/23 0:00,ORDER08502,Bank Transfer,338,Yes,4,Express,12.00%,$999.6,"$1,245",5,1,$12.0,$4K
Clothing,Germany,8480,12/24/2023 12:00:00 AM,ORDER08883,Bank Transfer,900,Yes,4,Express,6.00%,$211.4,$148,4,2,$39.9,$1K
Clothing,Germany,7494,10/05/23 0:00,ORDER09759,Bank Transfer,505,Yes,4,Express,19.00%,$242.4,$566,10,2,$43.3,$2K
Clothing,Germany,7064,5/18/2023 12:00:00 AM,ORDER09067,Bank Transfer,504,Yes,4,Express,21.00%,$365.3,$303,5,3,$15.2,$1K
Clothing,Germany,7527,9/17/2023 12:00:00 AM,ORDER07658,Bank Transfer,644,Yes,5,Express,30.00%,$388.8,$344,7,1,$18.9,$2K
Clothing,Germany,4520,09/10/23 0:00,ORDER05175,Bank Transfer,914,Yes,5,Express,29.00%,$606.7,$527,5,4,$20.6,$2K
Clothing,Germany,2154,04/09/23 0:00,ORDER09666,Bank Transfer,382,Yes,5,Express,37.00%,$288.5,$318,6,5,$18.3,$1K
Clothing,UK,1817,10/11/23 0:00,ORDER07144,Bank Transfer,576,Yes,1,Express,13.00%,$697.5,$991,9,0,$36.5,$5K
Clothing,UK,6995,5/25/2023 12:00:00 AM,ORDER06068,Bank Transfer,167,Yes,2,Express,28.00%,$163.1,$53,3,4,$28.9,$0K
Clothing,UK,6894,04/03/23 0:00,ORDER01867,Bank Transfer,666,Yes,2,Express,10.00%,$764.5,$462,4,5,$36.4,$3K
Clothing,UK,4006,08/02/23 0:00,ORDER01916,Bank Transfer,619,Yes,3,Express,39.00%,$575.6,$99,2,2,$39.5,$1K
Clothing,UK,1114,12/11/23 0:00,ORDER02921,Bank Transfer,786,Yes,3,Express,6.00%,$689.7,$142,1,5,$39.2,$1K
Clothing,UK,4880,3/22/2023 12:00:00 AM,ORDER09662,Bank Transfer,66,Yes,4,Express,9.00%,$243.4,$85,3,2,$30.0,$1K
Clothing,UK,6764,11/15/2023 12:00:00 AM,ORDER06938,Bank Transfer,893,Yes,4,Express,38.00%,$112.1,$162,9,3,$34.6,$1K
Clothing,UK,8858,7/17/2023 12:00:00 AM,ORDER03299,Bank Transfer,818,Yes,4,Express,8.00%,$271.3,$290,8,4,$3.2,$2K
Clothing,UK,2015,12/23/2023 12:00:00 AM,ORDER01460,Bank Transfer,397,Yes,5,Express,29.00%,$76.4,$87,9,1,$20.1,$0K
Clothing,USA,7239,7/15/2023 12:00:00 AM,ORDER09261,Bank Transfer,526,Yes,1,Express,34.00%,$249.5,$51,2,1,$20.0,$0K
Clothing,USA,5870,9/23/2023 12:00:00 AM,ORDER05122,Bank Transfer,342,Yes,1,Express,19.00%,$508.5,$447,4,5,$5.5,$2K
Clothing,USA,5373,11/20/2023 12:00:00 AM,ORDER08622,Bank Transfer,836,Yes,1,Express,25.00%,$669.9,$424,4,5,$12.5,$2K
Clothing,USA,3691,12/28/2023 12:00:00 AM,ORDER07177,Bank Transfer,932,Yes,2,Express,12.00%,$395.4,$270,3,0,$43.2,$1K
Clothing,USA,5887,10/10/23 0:00,ORDER01532,Bank Transfer,75,Yes,2,Express,29.00%,$54.1,$46,9,0,$20.9,$0K
Clothing,USA,6350,3/17/2023 12:00:00 AM,ORDER09310,Bank Transfer,637,Yes,2,Express,34.00%,$489.3,$216,5,1,$11.7,$2K
Clothing,USA,3747,05/09/23 0:00,ORDER02882,Bank Transfer,30,Yes,2,Express,30.00%,$353.2,$267,6,1,$21.7,$1K
Clothing,USA,7505,06/11/23 0:00,ORDER04576,Bank Transfer,720,Yes,2,Express,35.00%,$861.6,$947,8,2,$24.9,$4K
Clothing,USA,9583,9/25/2023 12:00:00 AM,ORDER03187,Bank Transfer,608,Yes,3,Express,30.00%,$866.8,$968,9,4,$11.6,$5K
Clothing,USA,9508,11/19/2023 12:00:00 AM,ORDER08046,Bank Transfer,146,Yes,4,Express,6.00%,$176.7,$69,3,3,$16.6,$0K
Clothing,USA,3994,10/20/2023 12:00:00 AM,ORDER08102,Bank Transfer,110,Yes,4,Express,29.00%,$176.1,$121,6,4,$14.3,$1K
Clothing,USA,2883,07/11/23 0:00,ORDER03101,Bank Transfer,83,Yes,4,Express,6.00%,$805.5,$846,7,4,$6.9,$5K
Clothing,USA,3838,08/01/23 0:00,ORDER07703,Bank Transfer,932,Yes,5,Express,38.00%,$266.0,$197,8,0,$13.5,$1K
Clothing,USA,6667,10/01/23 0:00,ORDER04245,Bank Transfer,944,Yes,5,Express,10.00%,$824.9,$171,1,1,$13.8,$1K
Clothing,USA,9720,12/06/23 0:00,ORDER07180,Bank Transfer,749,Yes,5,Express,8.00%,$827.6,$223,2,1,$43.1,$2K
Clothing,USA,1204,3/26/2023 12:00:00 AM,ORDER04265,Bank Transfer,200,Yes,5,Express,8.00%,$806.0,$367,4,1,$6.7,$3K
Clothing,USA,2008,1/23/2023 12:00:00 AM,ORDER03737,Bank Transfer,853,Yes,5,Express,27.00%,$124.6,$10,1,3,$35.7,$0K
Clothing,USA,9248,11/11/23 0:00,ORDER06548,Bank Transfer,761,Yes,5,Express,20.00%,$57.4,$63,5,3,$10.1,$0K
Electronics,Canada,9649,7/26/2023 12:00:00 AM,ORDER04773,Bank Transfer,227,Yes,1,Express,27.00%,$188.9,$107,6,1,$45.2,$1K
Electronics,Canada,1751,02/07/23 0:00,ORDER09151,Bank Transfer,408,Yes,1,Express,40.00%,$273.2,$464,10,2,$17.5,$2K
Electronics,Canada,6618,9/19/2023 12:00:00 AM,ORDER03335,Bank Transfer,547,Yes,1,Express,27.00%,$956.1,$746,4,3,$29.6,$3K
Electronics,Canada,7048,1/24/2023 12:00:00 AM,ORDER07766,Bank Transfer,201,Yes,1,Express,19.00%,$347.6,$407,7,5,$10.3,$2K
Electronics,Canada,7230,12/21/2023 12:00:00 AM,ORDER01264,Bank Transfer,600,Yes,2,Express,39.00%,$20.3,$27,8,0,$37.8,$0K
Electronics,Canada,4066,6/21/2023 12:00:00 AM,ORDER02393,Bank Transfer,224,Yes,2,Express,19.00%,$227.7,$96,3,2,$5.9,$1K
Electronics,Canada,4493,10/24/2023 12:00:00 AM,ORDER01257,Bank Transfer,561,Yes,2,Express,31.00%,$207.6,$127,3,3,$38.4,$0K
Electronics,Canada,8821,10/09/23 0:00,ORDER07321,Bank Transfer,761,Yes,2,Express,17.00%,$78.3,$92,5,4,$7.8,$0K
Electronics,Canada,8333,6/20/2023 12:00:00 AM,ORDER03863,Bank Transfer,301,Yes,3,Express,18.00%,$750.8,"$1,086",9,0,$35.4,$6K
Electronics,Canada,2642,7/21/2023 12:00:00 AM,ORDER02459,Bank Transfer,84,Yes,3,Express,11.00%,$15.8,$17,7,1,$20.0,$0K
Electronics,Canada,1935,03/08/23 0:00,ORDER01171,Bank Transfer,788,Yes,3,Express,21.00%,$694.7,$251,3,5,$7.4,$2K
Electronics,Canada,4548,11/07/23 0:00,ORDER01719,Bank Transfer,501,Yes,4,Express,19.00%,$820.2,$93,1,0,$23.0,$1K
Electronics,Canada,9323,08/07/23 0:00,ORDER06525,Bank Transfer,156,Yes,4,Express,33.00%,$74.8,$27,2,0,$42.3,$0K
Electronics,Canada,4890,06/10/23 0:00,ORDER09301,Bank Transfer,137,Yes,4,Express,34.00%,$40.7,$11,3,1,$44.9,$0K
Electronics,Canada,8832,06/05/23 0:00,ORDER04168,Bank Transfer,48,Yes,4,Express,19.00%,$401.6,$474,8,1,$22.0,$3K
Electronics,Canada,9619,11/16/2023 12:00:00 AM,ORDER08609,Bank Transfer,367,Yes,5,Express,11.00%,$67.1,$62,4,4,$29.3,$0K
Electronics,Canada,8952,12/13/2023 12:00:00 AM,ORDER06804,Bank Transfer,546,Yes,5,Express,10.00%,$706.0,$666,4,5,$40.0,$3K
Electronics,Canada,8886,05/07/23 0:00,ORDER01439,Bank Transfer,173,Yes,5,Express,30.00%,$19.4,$16,9,5,$36.9,$0K
Electronics,France,7090,3/24/2023 12:00:00 AM,ORDER07351,Bank Transfer,227,Yes,1,Express,10.00%,$870.9,$957,10,4,$21.4,$8K
Electronics,France,2538,3/21/2023 12:00:00 AM,ORDER09930,Bank Transfer,391,Yes,2,Express,12.00%,$96.5,$107,10,2,$16.5,$1K
Electronics,France,6301,02/10/23 0:00,ORDER03315,Bank Transfer,295,Yes,2,Express,11.00%,$414.4,$478,9,3,$48.5,$3K
Electronics,France,5708,9/18/2023 12:00:00 AM,ORDER08706,Bank Transfer,709,Yes,3,Express,24.00%,$799.4,$168,2,3,$42.1,$1K
Electronics,France,7197,12/19/2023 12:00:00 AM,ORDER01044,Bank Transfer,592,Yes,3,Express,30.00%,$399.6,$354,5,3,$17.7,$1K
Electronics,France,2642,6/27/2023 12:00:00 AM,ORDER09584,Bank Transfer,475,Yes,3,Express,31.00%,$123.3,$133,6,3,$48.1,$1K
Electronics,France,8014,8/13/2023 12:00:00 AM,ORDER06361,Bank Transfer,262,Yes,4,Express,9.00%,$544.8,$647,6,2,$31.3,$3K
Electronics,France,2680,5/23/2023 12:00:00 AM,ORDER02643,Bank Transfer,374,Yes,5,Express,34.00%,$578.4,$502,5,1,$12.8,$2K
Electronics,France,9492,07/03/23 0:00,ORDER04509,Bank Transfer,250,Yes,5,Express,24.00%,$209.5,$278,7,1,$37.2,$1K
Electronics,France,8382,09/02/23 0:00,ORDER01418,Bank Transfer,214,Yes,5,Express,37.00%,$280.3,$230,6,2,$14.3,$1K
Electronics,France,5217,8/16/2023 12:00:00 AM,ORDER08747,Bank Transfer,782,Yes,5,Express,38.00%,$723.8,$506,5,3,$32.3,$2K
Electronics,France,1874,5/26/2023 12:00:00 AM,ORDER06181,Bank Transfer,227,Yes,5,Express,22.00%,$978.1,"$1,684",10,4,$12.7,$8K
Electronics,France,3881,8/22/2023 12:00:00 AM,ORDER08740,Bank Transfer,508,Yes,5,Express,21.00%,$948.6,"$1,173",7,5,$28.8,$5K
Electronics,Germany,1939,7/24/2023 12:00:00 AM,ORDER02381,Bank Transfer,691,Yes,1,Express,38.00%,$975.4,$836,7,0,$49.1,$4K
Electronics,Germany,4494,8/22/2023 12:00:00 AM,ORDER09144,Bank Transfer,193,Yes,1,Express,14.00%,$751.6,$842,10,0,$28.2,$6K
Electronics,Germany,8226,06/08/23 0:00,ORDER07238,Bank Transfer,827,Yes,1,Express,26.00%,$70.5,$51,5,1,$34.0,$0K
Electronics,Germany,5641,11/24/2023 12:00:00 AM,ORDER02509,Bank Transfer,373,Yes,1,Express,31.00%,$909.2,$772,5,3,$24.7,$3K
Electronics,Germany,9162,3/24/2023 12:00:00 AM,ORDER09791,Bank Transfer,58,Yes,1,Express,37.00%,$440.2,$372,5,4,$2.9,$1K
Electronics,Germany,9552,08/01/23 0:00,ORDER01647,Bank Transfer,888,Yes,1,Express,11.00%,$306.1,$396,9,4,$36.7,$2K
Electronics,Germany,9561,3/13/2023 12:00:00 AM,ORDER06675,Bank Transfer,238,Yes,1,Express,37.00%,$388.7,$148,6,5,$10.5,$1K
Electronics,Germany,4916,04/07/23 0:00,ORDER08347,Bank Transfer,910,Yes,2,Express,15.00%,$239.4,$119,3,0,$22.6,$1K
Electronics,Germany,1546,3/16/2023 12:00:00 AM,ORDER05883,Bank Transfer,507,Yes,2,Express,11.00%,$457.7,$608,8,0,$42.0,$3K
Electronics,Germany,8975,09/12/23 0:00,ORDER07671,Bank Transfer,38,Yes,2,Express,40.00%,$535.8,$384,5,1,$20.2,$2K
Electronics,Germany,1727,2/23/2023 12:00:00 AM,ORDER09505,Bank Transfer,711,Yes,2,Express,24.00%,$219.4,$382,9,1,$35.5,$2K
Electronics,Germany,8491,10/20/2023 12:00:00 AM,ORDER05978,Bank Transfer,92,Yes,2,Express,23.00%,$773.1,$595,5,2,$33.8,$3K
Electronics,Germany,2396,2/19/2023 12:00:00 AM,ORDER06269,Bank Transfer,697,Yes,2,Express,36.00%,$781.6,$466,4,4,$36.1,$2K
Electronics,Germany,6254,11/09/23 0:00,ORDER05331,Bank Transfer,812,Yes,2,Express,8.00%,$299.0,$273,5,5,$39.1,$1K
Electronics,Germany,8530,3/25/2023 12:00:00 AM,ORDER07069,Bank Transfer,492,Yes,2,Express,11.00%,$370.4,$420,7,5,$43.9,$2K
Electronics,Germany,5983,9/27/2023 12:00:00 AM,ORDER02722,Bank Transfer,217,Yes,4,Express,21.00%,$277.8,$222,5,3,$43.3,$1K
Electronics,Germany,5921,9/28/2023 12:00:00 AM,ORDER07269,Bank Transfer,8,Yes,5,Express,34.00%,$306.0,$65,3,1,$12.5,$1K
Electronics,Germany,6909,05/03/23 0:00,ORDER09537,Bank Transfer,80,Yes,5,Express,6.00%,$973.7,"$1,240",5,3,$21.8,$5K
Electronics,UK,8639,03/11/23 0:00,ORDER04828,Bank Transfer,12,Yes,1,Express,33.00%,$355.8,$232,4,0,$46.7,$1K
Electronics,UK,7512,2/25/2023 12:00:00 AM,ORDER02186,Bank Transfer,435,Yes,1,Express,30.00%,$319.1,$280,6,0,$43.2,$1K
Electronics,UK,5753,4/27/2023 12:00:00 AM,ORDER02792,Bank Transfer,898,Yes,1,Express,27.00%,$833.6,$859,7,1,$19.4,$4K
Electronics,UK,9328,4/19/2023 12:00:00 AM,ORDER07349,Bank Transfer,42,Yes,1,Express,33.00%,$721.0,$142,1,3,$26.9,$0K
Electronics,UK,7837,07/02/23 0:00,ORDER03158,Bank Transfer,654,Yes,2,Express,19.00%,$315.9,$378,9,1,$41.6,$2K
Electronics,UK,7566,06/05/23 0:00,ORDER09681,Bank Transfer,360,Yes,2,Express,9.00%,$514.8,$817,9,5,$7.3,$4K
Electronics,UK,3940,06/01/23 0:00,ORDER04230,Bank Transfer,552,Yes,3,Express,23.00%,$75.5,$57,5,0,$10.2,$0K
Electronics,UK,6345,05/11/23 0:00,ORDER08536,Bank Transfer,762,Yes,3,Express,25.00%,$836.9,$472,5,0,$7.6,$3K
Electronics,UK,1969,11/24/2023 12:00:00 AM,ORDER01201,Bank Transfer,606,Yes,3,Express,39.00%,$772.3,$781,6,3,$13.1,$3K
Electronics,UK,6015,9/16/2023 12:00:00 AM,ORDER02351,Bank Transfer,457,Yes,3,Express,30.00%,$471.4,$492,10,5,$46.3,$3K
Electronics,UK,9235,08/01/23 0:00,ORDER02112,Bank Transfer,871,Yes,4,Express,21.00%,$319.7,$127,5,2,$29.7,$1K
Electronics,UK,6070,2/24/2023 12:00:00 AM,ORDER09315,Bank Transfer,301,Yes,4,Express,34.00%,$706.8,$935,7,2,$15.1,$3K
Electronics,UK,7299,12/07/23 0:00,ORDER02005,Bank Transfer,155,Yes,4,Express,10.00%,$146.9,$202,9,4,$17.8,$1K
Electronics,UK,2313,01/08/23 0:00,ORDER02526,Bank Transfer,541,Yes,5,Express,32.00%,$807.4,"$1,377",9,4,$40.0,$5K
Electronics,USA,8436,1/26/2023 12:00:00 AM,ORDER09737,Bank Transfer,553,Yes,1,Express,29.00%,$832.1,$981,7,3,$42.5,$4K
Electronics,USA,7649,01/04/23 0:00,ORDER04456,Bank Transfer,318,Yes,2,Express,11.00%,$270.3,$215,3,1,$28.8,$1K
Electronics,USA,7960,4/19/2023 12:00:00 AM,ORDER06797,Bank Transfer,867,Yes,2,Express,34.00%,$883.2,$495,5,3,$14.2,$3K
Electronics,USA,2532,3/13/2023 12:00:00 AM,ORDER03587,Bank Transfer,390,Yes,2,Express,18.00%,$548.4,$307,5,4,$45.8,$2K
Electronics,USA,2484,04/10/23 0:00,ORDER05806,Bank Transfer,631,Yes,2,Express,16.00%,$720.3,"$1,062",10,4,$46.0,$6K
Electronics,USA,1995,10/08/23 0:00,ORDER08811,Bank Transfer,629,Yes,3,Express,13.00%,$980.6,$255,1,0,$10.9,$1K
Electronics,USA,3854,6/15/2023 12:00:00 AM,ORDER07761,Bank Transfer,217,Yes,3,Express,30.00%,$640.1,$63,1,1,$30.4,$0K
Electronics,USA,9939,4/23/2023 12:00:00 AM,ORDER01029,Bank Transfer,371,Yes,3,Express,39.00%,$277.7,$303,8,1,$37.9,$1K
Electronics,USA,9896,11/24/2023 12:00:00 AM,ORDER05291,Bank Transfer,172,Yes,3,Express,7.00%,$143.0,$59,3,5,$3.3,$0K
Electronics,USA,3525,2/17/2023 12:00:00 AM,ORDER07951,Bank Transfer,777,Yes,3,Express,23.00%,$287.1,$235,5,5,$2.3,$1K
Electronics,USA,3454,4/22/2023 12:00:00 AM,ORDER05740,Bank Transfer,168,Yes,4,Express,30.00%,$160.3,$107,9,2,$27.1,$1K
Electronics,USA,4602,07/04/23 0:00,ORDER09553,Bank Transfer,569,Yes,5,Express,26.00%,$339.0,$251,10,2,$49.5,$3K
Electronics,USA,5500,11/22/2023 12:00:00 AM,ORDER07507,Bank Transfer,521,Yes,5,Express,26.00%,$847.6,"$1,361",8,3,$27.7,$5K
Electronics,USA,9542,06/06/23 0:00,ORDER07437,Bank Transfer,497,Yes,5,Express,7.00%,$905.9,$732,4,5,$22.4,$3K
Home,Canada,4985,2/20/2023 12:00:00 AM,ORDER04759,Bank Transfer,419,Yes,1,Express,15.00%,$657.3,$610,5,0,$45.9,$3K
Home,Canada,3010,02/11/23 0:00,ORDER03885,Bank Transfer,906,Yes,1,Express,26.00%,$856.2,$647,6,1,$39.8,$4K
Home,Canada,9965,5/17/2023 12:00:00 AM,ORDER04211,Bank Transfer,431,Yes,1,Express,24.00%,$484.9,$330,4,3,$20.2,$1K
Home,Canada,9693,7/26/2023 12:00:00 AM,ORDER04648,Bank Transfer,750,Yes,1,Express,24.00%,$865.1,"$1,243",10,3,$7.2,$7K
Home,Canada,4764,07/09/23 0:00,ORDER09146,Bank Transfer,771,Yes,1,Express,24.00%,$997.4,"$1,170",9,4,$35.5,$7K
Home,Canada,2214,7/26/2023 12:00:00 AM,ORDER08657,Bank Transfer,11,Yes,2,Express,13.00%,$807.5,"$1,723",9,3,$22.2,$6K
Home,Canada,9373,12/18/2023 12:00:00 AM,ORDER04835,Bank Transfer,608,Yes,2,Express,12.00%,$574.3,$798,7,5,$27.4,$4K
Home,Canada,3849,01/05/23 0:00,ORDER03946,Bank Transfer,602,Yes,3,Express,13.00%,$644.3,$922,8,2,$44.8,$4K
Home,Canada,1411,5/18/2023 12:00:00 AM,ORDER03663,Bank Transfer,562,Yes,3,Express,22.00%,$21.1,$40,10,4,$25.6,$0K
Home,Canada,4210,7/17/2023 12:00:00 AM,ORDER02902,Bank Transfer,469,Yes,4,Express,23.00%,$170.2,$107,7,0,$49.1,$1K
Home,Canada,8757,11/25/2023 12:00:00 AM,ORDER02682,Bank Transfer,666,Yes,4,Express,24.00%,$584.2,$88,1,2,$38.0,$0K
Home,Canada,9211,5/15/2023 12:00:00 AM,ORDER07750,Bank Transfer,740,Yes,4,Express,26.00%,$690.2,"$1,125",9,2,$18.5,$5K
Home,Canada,2667,12/19/2023 12:00:00 AM,ORDER09211,Bank Transfer,556,Yes,5,Express,7.00%,$754.8,$590,6,0,$14.5,$4K
Home,Canada,6836,05/11/23 0:00,ORDER04565,Bank Transfer,724,Yes,5,Express,25.00%,$556.0,$437,4,1,$7.2,$2K
Home,Canada,7469,08/05/23 0:00,ORDER07533,Bank Transfer,781,Yes,5,Express,14.00%,$468.7,$437,8,3,$24.9,$3K
Home,Canada,7483,6/23/2023 12:00:00 AM,ORDER02593,Bank Transfer,356,Yes,5,Express,26.00%,$59.5,$45,6,5,$24.9,$0K
Home,France,9214,3/27/2023 12:00:00 AM,ORDER02327,Bank Transfer,268,Yes,1,Express,16.00%,$860.0,"$1,904",9,2,$11.9,$7K
